face_detected,eyes_detected,fd_time,ed_time
1,,5.95025110244751,
0,,5.95025110244751,
1,,6.044905662536621,
0,,6.044905662536621,
1,,6.087429523468018,
0,,6.087429523468018,
1,,6.131464004516602,
0,,6.131464004516602,
1,,6.162466287612915,
0,,6.162466287612915,
1,,6.219515562057495,
0,,6.219515562057495,
1,,6.256537675857544,
0,,6.256537675857544,
1,,6.2910706996917725,
0,,6.2910706996917725,
1,,6.337527275085449,
0,,6.337527275085449,
1,,6.381073236465454,
0,,6.381073236465454,
1,,6.42710018157959,
0,,6.42710018157959,
1,,6.463232517242432,
0,,6.463232517242432,
1,,6.5059027671813965,
0,,6.5059027671813965,
1,,6.5392539501190186,
0,,6.5392539501190186,
1,,6.570785284042358,
0,,6.570785284042358,
1,,6.614784240722656,
0,,6.614784240722656,
1,,6.656815528869629,
0,,6.656815528869629,
1,,6.69936203956604,
0,,6.69936203956604,
1,,6.771912097930908,
0,,6.771912097930908,
1,,6.818907976150513,
0,,6.818907976150513,
1,,6.8509132862091064,
0,,6.8509132862091064,
1,,6.896479368209839,
0,,6.896479368209839,
1,,6.944476842880249,
0,,6.944476842880249,
1,,7.003011465072632,
0,,7.003011465072632,
1,,7.067284107208252,
0,,7.067284107208252,
1,,7.112814903259277,
0,,7.112814903259277,
1,,7.186362266540527,
0,,7.186362266540527,
1,,7.250371217727661,
0,,7.250371217727661,
1,,7.2971251010894775,
0,,7.2971251010894775,
1,,7.3437066078186035,
0,,7.3437066078186035,
1,,7.382248640060425,
0,,7.382248640060425,
1,,7.423246383666992,
0,,7.423246383666992,
1,,7.465256690979004,
0,,7.465256690979004,
1,,7.496791839599609,
0,,7.496791839599609,
1,,7.536386013031006,
0,,7.536386013031006,
1,,7.569906234741211,
0,,7.569906234741211,
1,,7.607928037643433,
0,,7.607928037643433,
1,,7.648986577987671,
0,,7.648986577987671,
1,,7.700523853302002,
0,,7.700523853302002,
1,,7.752154111862183,
0,,7.752154111862183,
1,,7.7897233963012695,
0,,7.7897233963012695,
1,,7.822848558425903,
0,,7.822848558425903,
1,,7.853844881057739,
0,,7.853844881057739,
1,,7.884371280670166,
0,,7.884371280670166,
1,,7.917372941970825,
0,,7.917372941970825,
1,,7.960399150848389,
0,,7.960399150848389,
1,,8.00994610786438,
0,,8.00994610786438,
1,,8.053945064544678,
0,,8.053945064544678,
1,,8.094109535217285,
0,,8.094109535217285,
1,,8.14610743522644,
0,,8.14610743522644,
1,,8.180677890777588,
0,,8.180677890777588,
1,,8.219714879989624,
0,,8.219714879989624,
1,,8.252707481384277,
0,,8.252707481384277,
1,,8.285245895385742,
0,,8.285245895385742,
1,,8.338402509689331,
0,,8.338402509689331,
1,,8.370907545089722,
0,,8.370907545089722,
1,,8.427759170532227,
0,,8.427759170532227,
1,,8.459768533706665,
0,,8.459768533706665,
1,,8.502330541610718,
0,,8.502330541610718,
1,,8.541327953338623,
0,,8.541327953338623,
1,,8.584912538528442,
0,,8.584912538528442,
1,,8.628347873687744,
0,,8.628347873687744,
1,,8.669361114501953,
0,,8.669361114501953,
1,,8.704784154891968,
0,,8.704784154891968,
1,,8.73778247833252,
0,,8.73778247833252,
1,,8.776323318481445,
0,,8.776323318481445,
1,,8.816320896148682,
0,,8.816320896148682,
1,,8.851320743560791,
0,,8.851320743560791,
1,,8.896462678909302,
0,,8.896462678909302,
1,,8.964515686035156,
0,,8.964515686035156,
1,,9.001035451889038,
0,,9.001035451889038,
1,,9.044034957885742,
0,,9.044034957885742,
1,,9.07757019996643,
0,,9.07757019996643,
1,,9.120586633682251,
0,,9.120586633682251,
1,,9.166634321212769,
0,,9.166634321212769,
1,,9.21727180480957,
0,,9.21727180480957,
1,,9.253266334533691,
0,,9.253266334533691,
1,,9.29004430770874,
0,,9.29004430770874,
1,,9.343502283096313,
0,,9.343502283096313,
1,,9.379072666168213,
0,,9.379072666168213,
1,,9.420070171356201,
0,,9.420070171356201,
1,,9.45307445526123,
0,,9.45307445526123,
1,,9.488609075546265,
0,,9.488609075546265,
1,,9.520469427108765,
0,,9.520469427108765,
1,,9.568480014801025,
0,,9.568480014801025,
1,,9.605000019073486,
0,,9.605000019073486,
1,,9.636002779006958,
0,,9.636002779006958,
1,,9.679542303085327,
0,,9.679542303085327,
1,,9.718557357788086,
0,,9.718557357788086,
1,,9.772099494934082,
0,,9.772099494934082,
1,,9.80810284614563,
0,,9.80810284614563,
1,,9.845153570175171,
0,,9.845153570175171,
1,,9.882705926895142,
0,,9.882705926895142,
1,,9.921762466430664,
0,,9.921762466430664,
1,,9.971248865127563,
0,,9.971248865127563,
1,,10.032241821289062,
0,,10.032241821289062,
1,,10.06327223777771,
0,,10.06327223777771,
1,,10.101806640625,
0,,10.101806640625,
1,,10.145821332931519,
0,,10.145821332931519,
1,,10.191370725631714,
0,,10.191370725631714,
1,,10.224373817443848,
0,,10.224373817443848,
1,,10.258381605148315,
0,,10.258381605148315,
1,,10.304915189743042,
0,,10.304915189743042,
1,,10.35391116142273,
0,,10.35391116142273,
1,,10.399242877960205,
0,,10.399242877960205,
1,,10.443291187286377,
0,,10.443291187286377,
1,,10.494656085968018,
0,,10.494656085968018,
1,,10.525655746459961,
0,,10.525655746459961,
1,,10.559309482574463,
0,,10.559309482574463,
1,,10.603626251220703,
0,,10.603626251220703,
1,,10.652703285217285,
0,,10.652703285217285,
1,,10.684229373931885,
0,,10.684229373931885,
1,,10.729277610778809,
0,,10.729277610778809,
1,,10.765287160873413,
0,,10.765287160873413,
1,,10.810872793197632,
0,,10.810872793197632,
1,,10.862900733947754,
0,,10.862900733947754,
1,,10.90026330947876,
0,,10.90026330947876,
1,,10.96517300605774,
0,,10.96517300605774,
1,,10.999730348587036,
0,,10.999730348587036,
1,,11.045776605606079,
0,,11.045776605606079,
1,,11.099371194839478,
0,,11.099371194839478,
1,,11.142393350601196,
0,,11.142393350601196,
1,,11.199882984161377,
0,,11.199882984161377,
1,,11.239881753921509,
0,,11.239881753921509,
1,,11.295495510101318,
0,,11.295495510101318,
1,,11.32949161529541,
0,,11.32949161529541,
1,,11.375191688537598,
0,,11.375191688537598,
1,,11.415197610855103,
0,,11.415197610855103,
1,,11.460206985473633,
0,,11.460206985473633,
1,,11.504232168197632,
0,,11.504232168197632,
1,,11.55326533317566,
0,,11.55326533317566,
1,,11.597643613815308,
0,,11.597643613815308,
1,,11.630643844604492,
0,,11.630643844604492,
1,,11.693934679031372,
0,,11.693934679031372,
1,,11.73093032836914,
0,,11.73093032836914,
1,,11.77297306060791,
0,,11.77297306060791,
1,,11.810495138168335,
0,,11.810495138168335,
1,,11.850577354431152,
0,,11.850577354431152,
1,,11.886118412017822,
0,,11.886118412017822,
1,,11.929178237915039,
0,,11.929178237915039,
1,,11.97666311264038,
0,,11.97666311264038,
1,,12.028671979904175,
0,,12.028671979904175,
1,,12.073204755783081,
0,,12.073204755783081,
1,,12.119216918945312,
0,,12.119216918945312,
1,,12.16878342628479,
0,,12.16878342628479,
1,,12.213680505752563,
0,,12.213680505752563,
1,,12.262371063232422,
0,,12.262371063232422,
1,,12.312968254089355,
0,,12.312968254089355,
1,,12.35800552368164,
0,,12.35800552368164,
1,,12.404085397720337,
0,,12.404085397720337,
1,,12.439079523086548,
0,,12.439079523086548,
1,,12.505615949630737,
0,,12.505615949630737,
1,,12.552608489990234,
0,,12.552608489990234,
1,,12.597764015197754,
0,,12.597764015197754,
1,,12.644810438156128,
0,,12.644810438156128,
1,,12.685332536697388,
0,,12.685332536697388,
1,,12.723333597183228,
0,,12.723333597183228,
1,,12.772423267364502,
0,,12.772423267364502,
1,,12.82998251914978,
0,,12.82998251914978,
1,,12.87205696105957,
0,,12.87205696105957,
1,,12.913595914840698,
0,,12.913595914840698,
1,,12.959625720977783,
0,,12.959625720977783,
1,,13.014659881591797,
0,,13.014659881591797,
1,,13.05365252494812,
0,,13.05365252494812,
1,,13.085194110870361,
0,,13.085194110870361,
1,,13.163504600524902,
0,,13.163504600524902,
1,,13.197022676467896,
0,,13.197022676467896,
1,,13.230022430419922,
0,,13.230022430419922,
1,,13.264857530593872,
0,,13.264857530593872,
1,,13.306164979934692,
0,,13.306164979934692,
1,,13.356137037277222,
0,,13.356137037277222,
1,,13.406890630722046,
0,,13.406890630722046,
1,,13.448978424072266,
0,,13.448978424072266,
1,,13.48452377319336,
0,,13.48452377319336,
1,,13.529619693756104,
0,,13.529619693756104,
1,,13.576178789138794,
0,,13.576178789138794,
1,,13.628451585769653,
0,,13.628451585769653,
1,,13.66347050666809,
0,,13.66347050666809,
1,,13.697511196136475,
0,,13.697511196136475,
1,,13.740511655807495,
0,,13.740511655807495,
1,,13.783035278320312,
0,,13.783035278320312,
1,,13.818037271499634,
0,,13.818037271499634,
