face_detected,eyes_detected,fd_time,ed_time
0,,6.564062595367432,
1,,6.672797441482544,
0,,6.672797441482544,
1,,6.712795972824097,
0,,6.712795972824097,
1,,6.750328540802002,
0,,6.750328540802002,
1,,6.787317752838135,
0,,6.787317752838135,
1,,6.826842784881592,
0,,6.826842784881592,
1,,6.872877359390259,
0,,6.872877359390259,
1,,6.929447650909424,
0,,6.929447650909424,
1,,6.9724602699279785,
0,,6.9724602699279785,
1,,7.009443998336792,
0,,7.009443998336792,
1,,7.0617241859436035,
0,,7.0617241859436035,
1,,7.10472297668457,
0,,7.10472297668457,
1,,7.155278921127319,
0,,7.155278921127319,
1,,7.205260276794434,
0,,7.205260276794434,
1,,7.244809150695801,
0,,7.244809150695801,
1,,7.2788050174713135,
0,,7.2788050174713135,
1,,7.3178346157073975,
0,,7.3178346157073975,
1,,7.354373931884766,
0,,7.354373931884766,
1,,7.3973517417907715,
0,,7.3973517417907715,
1,,7.444876670837402,
0,,7.444876670837402,
1,,7.485882759094238,
0,,7.485882759094238,
1,,7.52541708946228,
0,,7.52541708946228,
1,,7.5730016231536865,
0,,7.5730016231536865,
1,,7.61201810836792,
0,,7.61201810836792,
1,,7.654610633850098,
0,,7.654610633850098,
1,,7.693600416183472,
0,,7.693600416183472,
1,,7.738170385360718,
0,,7.738170385360718,
1,,7.7901647090911865,
0,,7.7901647090911865,
1,,7.84036660194397,
0,,7.84036660194397,
1,,7.877928972244263,
0,,7.877928972244263,
1,,7.944470167160034,
0,,7.944470167160034,
1,,7.994489908218384,
0,,7.994489908218384,
1,,8.048032522201538,
0,,8.048032522201538,
1,,8.106034517288208,
0,,8.106034517288208,
1,,8.161595344543457,
0,,8.161595344543457,
1,,8.209585666656494,
0,,8.209585666656494,
1,,8.262136220932007,
0,,8.262136220932007,
1,,8.315153360366821,
0,,8.315153360366821,
1,,8.367696523666382,
0,,8.367696523666382,
1,,8.41872262954712,
0,,8.41872262954712,
1,,8.46728515625,
0,,8.46728515625,
1,,8.519289493560791,
0,,8.519289493560791,
1,,8.588821411132812,
0,,8.588821411132812,
1,,8.637349605560303,
0,,8.637349605560303,
1,,8.678351163864136,
0,,8.678351163864136,
1,,8.745048999786377,
0,,8.745048999786377,
1,,8.794520139694214,
0,,8.794520139694214,
1,,8.84606385231018,
0,,8.84606385231018,
1,,8.891061067581177,
0,,8.891061067581177,
1,,8.930582046508789,
0,,8.930582046508789,
1,,8.980594158172607,
0,,8.980594158172607,
1,,9.027109146118164,
0,,9.027109146118164,
1,,10.5298433303833,
0,,10.5298433303833,
1,,10.587838172912598,
0,,10.587838172912598,
1,,10.647377967834473,
0,,10.647377967834473,
1,,10.691377401351929,
0,,10.691377401351929,
1,,10.735905170440674,
0,,10.735905170440674,
1,,10.797906160354614,
0,,10.797906160354614,
1,,10.855436563491821,
0,,10.855436563491821,
1,,10.894439935684204,
0,,10.894439935684204,
1,,10.942987442016602,
0,,10.942987442016602,
1,,10.99299430847168,
0,,10.99299430847168,
1,,11.046525001525879,
0,,11.046525001525879,
1,,11.085521697998047,
0,,11.085521697998047,
1,,11.133101224899292,
0,,11.133101224899292,
1,,11.191142559051514,
0,,11.191142559051514,
1,,11.23766803741455,
0,,11.23766803741455,
1,,11.274669170379639,
0,,11.274669170379639,
1,,11.33120846748352,
0,,11.33120846748352,
1,,11.385209798812866,
0,,11.385209798812866,
1,,11.440747022628784,
0,,11.440747022628784,
1,,11.4957435131073,
0,,11.4957435131073,
1,,11.541269302368164,
0,,11.541269302368164,
1,,11.591272592544556,
0,,11.591272592544556,
1,,11.63882565498352,
0,,11.63882565498352,
1,,11.681825876235962,
0,,11.681825876235962,
1,,11.733367919921875,
0,,11.733367919921875,
1,,11.781354427337646,
0,,11.781354427337646,
1,,11.82536506652832,
0,,11.82536506652832,
1,,11.87855052947998,
0,,11.87855052947998,
1,,11.931079149246216,
0,,11.931079149246216,
1,,11.983075618743896,
0,,11.983075618743896,
1,,12.037644863128662,
0,,12.037644863128662,
1,,12.075645685195923,
0,,12.075645685195923,
1,,12.139207601547241,
0,,12.139207601547241,
1,,12.186203956604004,
0,,12.186203956604004,
1,,12.235759735107422,
0,,12.235759735107422,
1,,12.293760061264038,
0,,12.293760061264038,
1,,12.348286151885986,
0,,12.348286151885986,
1,,12.394286632537842,
0,,12.394286632537842,
1,,12.442830085754395,
0,,12.442830085754395,
1,,12.48686933517456,
0,,12.48686933517456,
1,,12.538480758666992,
0,,12.538480758666992,
1,,12.584529399871826,
0,,12.584529399871826,
1,,12.632070064544678,
0,,12.632070064544678,
1,,12.688052415847778,
0,,12.688052415847778,
1,,12.735207319259644,
0,,12.735207319259644,
1,,12.775200366973877,
0,,12.775200366973877,
1,,12.822256326675415,
0,,12.822256326675415,
1,,12.87078595161438,
0,,12.87078595161438,
1,,12.917786359786987,
0,,12.917786359786987,
1,,12.971310138702393,
0,,12.971310138702393,
1,,13.027348279953003,
0,,13.027348279953003,
1,,13.081645488739014,
0,,13.081645488739014,
1,,13.14318060874939,
0,,13.14318060874939,
1,,13.197175979614258,
0,,13.197175979614258,
1,,13.258745431900024,
0,,13.258745431900024,
1,,13.32075834274292,
0,,13.32075834274292,
1,,13.378278255462646,
0,,13.378278255462646,
1,,13.442822456359863,
0,,13.442822456359863,
1,,13.499313354492188,
0,,13.499313354492188,
1,,13.547869443893433,
0,,13.547869443893433,
1,,13.59986925125122,
0,,13.59986925125122,
1,,13.642407417297363,
0,,13.642407417297363,
1,,13.6864755153656,
0,,13.6864755153656,
1,,13.73402190208435,
0,,13.73402190208435,
1,,13.793025493621826,
0,,13.793025493621826,
1,,13.846556425094604,
0,,13.846556425094604,
1,,13.887559175491333,
0,,13.887559175491333,
1,,13.9431471824646,
0,,13.9431471824646,
1,,13.993187189102173,
0,,13.993187189102173,
1,,14.042718887329102,
0,,14.042718887329102,
1,,14.097783327102661,
0,,14.097783327102661,
1,,14.143337726593018,
0,,14.143337726593018,
1,,14.188340663909912,
0,,14.188340663909912,
1,,14.24786925315857,
0,,14.24786925315857,
1,,14.291872262954712,
0,,14.291872262954712,
1,,14.337439060211182,
0,,14.337439060211182,
1,,14.393437147140503,
0,,14.393437147140503,
1,,14.455587387084961,
0,,14.455587387084961,
1,,14.522635459899902,
0,,14.522635459899902,
1,,14.590860366821289,
0,,14.590860366821289,
1,,14.638404607772827,
0,,14.638404607772827,
1,,14.686471223831177,
0,,14.686471223831177,
1,,14.728470802307129,
0,,14.728470802307129,
1,,14.78202748298645,
0,,14.78202748298645,
1,,14.830036401748657,
0,,14.830036401748657,
1,,14.878554582595825,
0,,14.878554582595825,
1,,14.936110734939575,
0,,14.936110734939575,
1,,14.98713755607605,
0,,14.98713755607605,
1,,15.041614294052124,
0,,15.041614294052124,
1,,15.116177558898926,
0,,15.116177558898926,
1,,15.170899391174316,
0,,15.170899391174316,
0,,15.227908372879028,
0,,15.268446683883667,
1,,15.324469566345215,
0,,15.324469566345215,
1,,15.39144778251648,
0,,15.39144778251648,
1,,15.445017576217651,
0,,15.445017576217651,
1,,15.495764017105103,
0,,15.495764017105103,
1,,15.551069736480713,
0,,15.551069736480713,
1,,15.600058794021606,
0,,15.600058794021606,
1,,15.65558648109436,
0,,15.65558648109436,
1,,15.722645044326782,
0,,15.722645044326782,
0,,15.78473973274231,
0,,15.839213848114014,
1,,15.884217739105225,
0,,15.884217739105225,
1,,15.936767578125,
0,,15.936767578125,
1,,15.984791278839111,
0,,15.984791278839111,
1,,16.041563510894775,
0,,16.041563510894775,
1,,16.091567754745483,
0,,16.091567754745483,
1,,16.142109870910645,
0,,16.142109870910645,
1,,16.184115409851074,
0,,16.184115409851074,
1,,16.238644123077393,
0,,16.238644123077393,
1,,16.294705390930176,
0,,16.294705390930176,
1,,16.34123182296753,
0,,16.34123182296753,
1,,16.395227909088135,
0,,16.395227909088135,
1,,16.441761016845703,
0,,16.441761016845703,
1,,16.48176407814026,
0,,16.48176407814026,
1,,16.549309968948364,
0,,16.549309968948364,
1,,16.60630989074707,
0,,16.60630989074707,
1,,16.669849395751953,
0,,16.669849395751953,
1,,16.722856998443604,
0,,16.722856998443604,
1,,16.779890298843384,
0,,16.779890298843384,
1,,16.843412160873413,
0,,16.843412160873413,
1,,16.899454355239868,
0,,16.899454355239868,
1,,16.945188999176025,
0,,16.945188999176025,
1,,17.010245323181152,
0,,17.010245323181152,
1,,17.062811374664307,
0,,17.062811374664307,
1,,17.122830390930176,
0,,17.122830390930176,
1,,17.17495083808899,
0,,17.17495083808899,
1,,17.235553979873657,
0,,17.235553979873657,
1,,17.278552055358887,
0,,17.278552055358887,
1,,17.334112882614136,
0,,17.334112882614136,
1,,17.39197540283203,
0,,17.39197540283203,
1,,17.4415225982666,
0,,17.4415225982666,
1,,17.497524738311768,
0,,17.497524738311768,
1,,17.54208993911743,
0,,17.54208993911743,
1,,17.590088367462158,
0,,17.590088367462158,
1,,17.64163565635681,
0,,17.64163565635681,
1,,17.683634519577026,
0,,17.683634519577026,
1,,17.734163522720337,
0,,17.734163522720337,
1,,17.780191659927368,
0,,17.780191659927368,
1,,17.833258152008057,
0,,17.833258152008057,
1,,17.87546157836914,
0,,17.87546157836914,
1,,17.922465801239014,
0,,17.922465801239014,
1,,17.972657442092896,
0,,17.972657442092896,
1,,18.0217182636261,
0,,18.0217182636261,
1,,18.064921855926514,
